locus_tag	ftype	length_bp	gene	EC_number	COG	product
SPN_0140_01123	CDS	1038	ylbL		COG3480	putative protein YlbL
SPN_0140_01124	CDS	198				hypothetical protein
SPN_0140_01125	CDS	1284	murA1_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
SPN_0140_01126	CDS	195				hypothetical protein
SPN_0140_01127	CDS	825	endA	3.1.30.-		DNA-entry nuclease
SPN_0140_01128	CDS	1332				hypothetical protein
SPN_0140_01129	tRNA	74				tRNA-Cys(gca)
SPN_0140_01130	CDS	3612	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
SPN_0140_01131	CDS	3678	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
SPN_0140_01132	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
SPN_0140_01133	CDS	162				hypothetical protein
SPN_0140_01134	CDS	633	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
SPN_0140_01135	CDS	2016				hypothetical protein
SPN_0140_01136	CDS	171				hypothetical protein
SPN_0140_01137	CDS	864				hypothetical protein
SPN_0140_01138	CDS	621				hypothetical protein
SPN_0140_01139	CDS	444	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
SPN_0140_01140	CDS	519				hypothetical protein
SPN_0140_01141	CDS	1017	brpA		COG1316	Biofilm regulatory protein A
SPN_0140_01142	CDS	1257	cinA		COG1058	Putative competence-damage inducible protein
SPN_0140_01143	CDS	1167	recA		COG0468	Protein RecA
SPN_0140_01144	CDS	1371	mepA			Multidrug export protein MepA
SPN_0140_01145	CDS	957	lytA_2	3.5.1.28		Autolysin
SPN_0140_01146	CDS	207				hypothetical protein
SPN_0140_01147	CDS	360				hypothetical protein
SPN_0140_01148	CDS	426				hypothetical protein
SPN_0140_01149	CDS	585				hypothetical protein
SPN_0140_01150	CDS	198				hypothetical protein
SPN_0140_01151	CDS	552				hypothetical protein
SPN_0140_01152	CDS	261				hypothetical protein
SPN_0140_01153	CDS	300				hypothetical protein
SPN_0140_01154	CDS	132				hypothetical protein
SPN_0140_01155	CDS	459				hypothetical protein
SPN_0140_01156	CDS	609				hypothetical protein
SPN_0140_01157	CDS	411				hypothetical protein
SPN_0140_01158	CDS	1416	ply			Pneumolysin
SPN_0140_01159	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
SPN_0140_01160	CDS	138				hypothetical protein
SPN_0140_01161	CDS	294				hypothetical protein
SPN_0140_01162	CDS	429			COG1132	putative ABC transporter ATP-binding protein
SPN_0140_01163	CDS	354			COG1132	putative ABC transporter ATP-binding protein
SPN_0140_01164	CDS	855			COG1132	putative ABC transporter ATP-binding protein
SPN_0140_01165	CDS	363				hypothetical protein
SPN_0140_01166	CDS	504				hypothetical protein
SPN_0140_01167	CDS	447				hypothetical protein
SPN_0140_01168	CDS	675				hypothetical protein
SPN_0140_01169	CDS	300				hypothetical protein
SPN_0140_01170	CDS	318	ytpP			Thioredoxin-like protein YtpP
SPN_0140_01171	CDS	627				hypothetical protein
SPN_0140_01172	CDS	762	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
SPN_0140_01173	CDS	396	ssb_2		COG0629	Single-stranded DNA-binding protein
SPN_0140_01174	CDS	285	groS		COG0234	10 kDa chaperonin
SPN_0140_01175	CDS	1623	groL		COG0459	60 kDa chaperonin
SPN_0140_01176	CDS	1230				ISL3 family transposase ISSpn14
SPN_0140_01177	CDS	207				hypothetical protein
SPN_0140_01178	CDS	534				hypothetical protein
SPN_0140_01179	CDS	777	recX			Regulatory protein RecX
SPN_0140_01180	CDS	1356	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
SPN_0140_01181	CDS	138				hypothetical protein
SPN_0140_01182	CDS	1320				hypothetical protein
SPN_0140_01183	CDS	741	yxdL_2		COG1136	ABC transporter ATP-binding protein YxdL
SPN_0140_01184	CDS	1608				hypothetical protein
SPN_0140_01185	CDS	1941				hypothetical protein
SPN_0140_01186	CDS	2610	ramC	2.7.-.-	COG0515	putative SapB synthase
SPN_0140_01187	CDS	138				hypothetical protein
SPN_0140_01188	CDS	588				hypothetical protein
SPN_0140_01189	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
SPN_0140_01190	CDS	501	rplJ			50S ribosomal protein L10
SPN_0140_01191	CDS	1467	dadD	3.5.4.31		5'-deoxyadenosine deaminase
SPN_0140_01192	CDS	1749		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
SPN_0140_01193	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
SPN_0140_01194	CDS	939	msrAB1		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB 1
SPN_0140_01195	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
SPN_0140_01196	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
SPN_0140_01197	CDS	738	mecA		COG4862	Adapter protein MecA
SPN_0140_01198	CDS	1035				hypothetical protein
SPN_0140_01199	CDS	1434				hypothetical protein
SPN_0140_01200	CDS	987	glyG			Glycosyltransferase GlyG
SPN_0140_01201	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
SPN_0140_01202	CDS	837				hypothetical protein
SPN_0140_01203	CDS	1275	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
SPN_0140_01204	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
SPN_0140_01205	CDS	477	aroK	2.7.1.71	COG0703	Shikimate kinase
SPN_0140_01206	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
SPN_0140_01207	CDS	339				hypothetical protein
SPN_0140_01208	CDS	1104				hypothetical protein
SPN_0140_01209	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
SPN_0140_01210	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
SPN_0140_01211	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
SPN_0140_01212	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
SPN_0140_01213	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
SPN_0140_01214	CDS	1635				hypothetical protein
SPN_0140_01215	CDS	750	ecsA_2		COG1131	ABC-type transporter ATP-binding protein EcsA
SPN_0140_01216	CDS	1455	amyS	3.2.1.1		Alpha-amylase
SPN_0140_01217	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
SPN_0140_01218	CDS	486				hypothetical protein
SPN_0140_01219	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
SPN_0140_01220	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
SPN_0140_01221	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
SPN_0140_01222	CDS	1158	potA_2	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
SPN_0140_01223	CDS	906	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
SPN_0140_01224	CDS	753				hypothetical protein
SPN_0140_01225	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
SPN_0140_01226	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
SPN_0140_01227	CDS	816	glnH_2		COG0834	Glutamine-binding periplasmic protein
SPN_0140_01228	CDS	654	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
SPN_0140_01229	CDS	759	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
SPN_0140_01230	CDS	804	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
SPN_0140_01231	CDS	885				hypothetical protein
SPN_0140_01232	CDS	918	pstC		COG0573	Phosphate transport system permease protein PstC
SPN_0140_01233	CDS	879	pstS1		COG0226	Phosphate-binding protein PstS 1
SPN_0140_01234	CDS	114				hypothetical protein
SPN_0140_01235	CDS	1305	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
SPN_0140_01236	CDS	774	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
SPN_0140_01237	CDS	279				hypothetical protein
SPN_0140_01238	CDS	402	spxA_2		COG1393	Regulatory protein Spx
SPN_0140_01239	CDS	618				hypothetical protein
SPN_0140_01240	CDS	774	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
SPN_0140_01241	CDS	738				hypothetical protein
SPN_0140_01242	CDS	1131	hemW		COG0635	Heme chaperone HemW
SPN_0140_01243	CDS	390				hypothetical protein
SPN_0140_01244	CDS	384				hypothetical protein
SPN_0140_01245	CDS	789	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
SPN_0140_01246	CDS	936	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
SPN_0140_01247	CDS	177	rpsU		COG0828	30S ribosomal protein S21
SPN_0140_01248	CDS	708	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
SPN_0140_01249	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
SPN_0140_01250	CDS	390				hypothetical protein
SPN_0140_01251	CDS	102				hypothetical protein
SPN_0140_01252	CDS	552				hypothetical protein
SPN_0140_01253	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
SPN_0140_01254	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
SPN_0140_01255	CDS	489				hypothetical protein
SPN_0140_01256	CDS	210				hypothetical protein
SPN_0140_01257	CDS	402				hypothetical protein
SPN_0140_01258	CDS	123				hypothetical protein
SPN_0140_01259	CDS	735	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SPN_0140_01260	CDS	339				hypothetical protein
SPN_0140_01261	CDS	261				hypothetical protein
SPN_0140_01262	CDS	300	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
SPN_0140_01263	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
SPN_0140_01264	CDS	1380	ktrB		COG0168	Ktr system potassium uptake protein B
SPN_0140_01265	CDS	765	deoD_2	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
SPN_0140_01266	CDS	297		2.8.1.-	COG0607	Sulfurtransferase
SPN_0140_01267	CDS	279				hypothetical protein
SPN_0140_01268	CDS	237				hypothetical protein
SPN_0140_01269	CDS	855	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
SPN_0140_01270	CDS	1038	mro	5.1.3.3	COG2017	Aldose 1-epimerase
SPN_0140_01271	CDS	1167	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
SPN_0140_01272	CDS	405	manX_3	2.7.1.191		PTS system mannose-specific EIIAB component
SPN_0140_01273	CDS	816	manZ_4		COG3716	PTS system mannose-specific EIID component
SPN_0140_01274	CDS	906				hypothetical protein
SPN_0140_01275	CDS	477	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
SPN_0140_01276	CDS	1788	bga	3.2.1.23		Beta-galactosidase
SPN_0140_01277	CDS	717	gamR			HTH-type transcriptional repressor GamR
SPN_0140_01278	CDS	3927	strH	3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
SPN_0140_01279	CDS	1299	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
SPN_0140_01280	CDS	228				hypothetical protein
SPN_0140_01281	CDS	1092	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
SPN_0140_01282	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
SPN_0140_01283	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
SPN_0140_01284	CDS	1548	purH			Bifunctional purine biosynthesis protein PurH
SPN_0140_01285	CDS	510				hypothetical protein
SPN_0140_01286	CDS	546	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
SPN_0140_01287	CDS	1023	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
SPN_0140_01288	CDS	1443	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
SPN_0140_01289	CDS	3726	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
SPN_0140_01290	CDS	708	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
SPN_0140_01291	CDS	1350	lcnD_2			Lactococcin A secretion protein LcnD
SPN_0140_01292	CDS	2154	lagD_2	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
SPN_0140_01293	CDS	492				hypothetical protein
SPN_0140_01294	CDS	597			COG1132	putative ABC transporter ATP-binding/permease protein
SPN_0140_01295	CDS	483				hypothetical protein
SPN_0140_01296	CDS	1137				hypothetical protein
SPN_0140_01297	CDS	297				hypothetical protein
SPN_0140_01298	CDS	894				hypothetical protein
SPN_0140_01299	CDS	231				hypothetical protein
SPN_0140_01300	CDS	294			COG3039	IS5 family transposase ISSpn7
SPN_0140_01301	CDS	234	acpP		COG0236	Acyl carrier protein
SPN_0140_01302	CDS	993	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
SPN_0140_01303	CDS	771	recO		COG1381	DNA repair protein RecO
SPN_0140_01304	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
SPN_0140_01305	CDS	1011				hypothetical protein
SPN_0140_01306	CDS	294				hypothetical protein
SPN_0140_01307	CDS	438	yccU		COG1832	putative protein YccU
SPN_0140_01308	CDS	2670	polA	2.7.7.7		DNA polymerase I
SPN_0140_01309	CDS	258				hypothetical protein
SPN_0140_01310	CDS	480				hypothetical protein
SPN_0140_01311	CDS	969	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
SPN_0140_01312	CDS	660				hypothetical protein
SPN_0140_01313	CDS	498	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
SPN_0140_01314	CDS	1263	radA	3.6.4.-	COG1066	DNA repair protein RadA
SPN_0140_01315	CDS	558				hypothetical protein
SPN_0140_01316	CDS	444	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
SPN_0140_01317	CDS	180				hypothetical protein
SPN_0140_01318	CDS	315	lytA_3	3.5.1.28		Autolysin
SPN_0140_01319	CDS	168				hypothetical protein
SPN_0140_01320	CDS	144				hypothetical protein
SPN_0140_01321	CDS	204				hypothetical protein
SPN_0140_01322	CDS	192				hypothetical protein
SPN_0140_01323	CDS	93				hypothetical protein
SPN_0140_01324	CDS	132				hypothetical protein
SPN_0140_01325	CDS	369				hypothetical protein
SPN_0140_01326	CDS	234				hypothetical protein
SPN_0140_01327	CDS	264				hypothetical protein
SPN_0140_01328	CDS	381				hypothetical protein
SPN_0140_01329	CDS	1071				hypothetical protein
SPN_0140_01330	CDS	354				hypothetical protein
SPN_0140_01331	CDS	717	xerD			Tyrosine recombinase XerD
SPN_0140_01332	CDS	468	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
SPN_0140_01333	CDS	1329	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
SPN_0140_01334	CDS	237				hypothetical protein
SPN_0140_01335	CDS	207				ISL3 family transposase IS1167
SPN_0140_01336	CDS	1476	speA	4.1.1.19	COG1982	Arginine decarboxylase
SPN_0140_01337	CDS	471				hypothetical protein
SPN_0140_01338	CDS	123				hypothetical protein
SPN_0140_01339	CDS	861	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
SPN_0140_01340	CDS	1260		1.5.1.43		Carboxynorspermidine synthase
SPN_0140_01341	CDS	1128	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
SPN_0140_01342	CDS	1086	aguA	3.5.3.12	COG2957	Agmatine deiminase
SPN_0140_01343	CDS	876		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
SPN_0140_01344	CDS	810	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
SPN_0140_01345	CDS	222				hypothetical protein
SPN_0140_01346	CDS	672				hypothetical protein
SPN_0140_01347	CDS	909				hypothetical protein
SPN_0140_01348	CDS	462	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
SPN_0140_01349	CDS	888	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
SPN_0140_01350	CDS	1884				hypothetical protein
SPN_0140_01351	CDS	1110	proB	2.7.2.11	COG0263	Glutamate 5-kinase 1
SPN_0140_01352	CDS	1263	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
SPN_0140_01353	CDS	798	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
SPN_0140_01354	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
SPN_0140_01355	CDS	891				hypothetical protein
SPN_0140_01356	CDS	318	yabA		COG4467	Initiation-control protein YabA
SPN_0140_01357	CDS	870	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
SPN_0140_01358	CDS	519				hypothetical protein
SPN_0140_01359	CDS	138				hypothetical protein
SPN_0140_01360	CDS	435				hypothetical protein
SPN_0140_01361	CDS	390			COG3039	IS5 family transposase ISSpn7
SPN_0140_01362	CDS	399			COG3039	IS5 family transposase ISSpn7
SPN_0140_01363	CDS	1335	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
SPN_0140_01364	CDS	738	pyrH	2.7.4.22	COG0528	Uridylate kinase
SPN_0140_01365	CDS	558	frr			Ribosome-recycling factor
SPN_0140_01366	CDS	855	cvfB			Conserved virulence factor B
SPN_0140_01367	CDS	216				hypothetical protein
SPN_0140_01368	CDS	969			COG1702	PhoH-like protein
SPN_0140_01369	CDS	213				hypothetical protein
SPN_0140_01370	CDS	276				hypothetical protein
SPN_0140_01371	CDS	144				hypothetical protein
SPN_0140_01372	CDS	276	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
SPN_0140_01373	CDS	264	ald2	1.4.1.1		Alanine dehydrogenase 2
SPN_0140_01374	CDS	426	ald_2	1.4.1.1	COG0686	Alanine dehydrogenase
SPN_0140_01375	CDS	570		2.3.1.-	COG1670	Acetyltransferase
SPN_0140_01376	CDS	651				hypothetical protein
SPN_0140_01377	CDS	2241	comEC		COG0658	ComE operon protein 3
SPN_0140_01378	CDS	588	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
SPN_0140_01379	CDS	1185				hypothetical protein
SPN_0140_01380	CDS	588	infC		COG0290	Translation initiation factor IF-3
SPN_0140_01381	CDS	201	rpmI		COG0291	50S ribosomal protein L35
SPN_0140_01382	CDS	360	rplT		COG0292	50S ribosomal protein L20
SPN_0140_01383	CDS	381	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
SPN_0140_01384	CDS	801	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
SPN_0140_01385	CDS	939	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
SPN_0140_01386	CDS	1845	lytB	3.2.1.96	COG4193	Putative endo-beta-N-acetylglucosaminidase
SPN_0140_01387	CDS	1656	rqcH		COG1293	Rqc2 RqcH
SPN_0140_01388	CDS	498	ybeY	3.1.-.-		Endoribonuclease YbeY
SPN_0140_01389	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
SPN_0140_01390	CDS	900	era		COG1159	GTPase Era
SPN_0140_01391	CDS	858	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
SPN_0140_01392	CDS	606	coaE	2.7.1.24		Dephospho-CoA kinase
SPN_0140_01393	CDS	1200	sbnD			Staphyloferrin B transporter
SPN_0140_01394	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
SPN_0140_01395	CDS	2355	rnr	3.1.13.1	COG0557	Ribonuclease R
SPN_0140_01396	CDS	468	smpB		COG0691	SsrA-binding protein
SPN_0140_01397	CDS	861	tehB	2.1.1.-	COG0500	putative S-adenosyl-L-methionine-dependent methyltransferase TehB
SPN_0140_01398	CDS	954				hypothetical protein
SPN_0140_01399	CDS	1803	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
SPN_0140_01400	CDS	714	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
SPN_0140_01401	CDS	942	prsA	5.2.1.8		Foldase protein PrsA
SPN_0140_01402	CDS	342				IS3 family transposase ISSpn1
SPN_0140_01403	CDS	192				hypothetical protein
SPN_0140_01404	CDS	621	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
SPN_0140_01405	CDS	483				hypothetical protein
SPN_0140_01406	CDS	843				hypothetical protein
SPN_0140_01407	CDS	801				hypothetical protein
SPN_0140_01408	CDS	1380	glmU		COG1207	Bifunctional protein GlmU
SPN_0140_01409	CDS	546	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
SPN_0140_01410	CDS	315				hypothetical protein
SPN_0140_01411	CDS	693	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
SPN_0140_01412	CDS	492				putative protein
SPN_0140_01413	CDS	591	dinG_1	3.1.-.-		3'-5' exonuclease DinG
SPN_0140_01414	CDS	1764				hypothetical protein
SPN_0140_01415	CDS	1980	amiA		COG4166	Oligopeptide-binding protein AmiA
SPN_0140_01416	CDS	645				hypothetical protein
SPN_0140_01417	CDS	663	gsiC		COG0601	Glutathione transport system permease protein GsiC
SPN_0140_01418	CDS	927	oppC		COG1173	Oligopeptide transport system permease protein OppC
SPN_0140_01419	CDS	1068	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
SPN_0140_01420	CDS	927	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
SPN_0140_01421	CDS	720				hypothetical protein
SPN_0140_01422	CDS	894				hypothetical protein
SPN_0140_01423	CDS	804	yxdL_3		COG1136	ABC transporter ATP-binding protein YxdL
SPN_0140_01424	CDS	711	treR		COG2188	HTH-type transcriptional regulator TreR
SPN_0140_01425	CDS	1968				hypothetical protein
SPN_0140_01426	CDS	1626	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
SPN_0140_01427	CDS	249				hypothetical protein
SPN_0140_01428	CDS	795	murI	5.1.1.3	COG0796	Glutamate racemase
SPN_0140_01429	CDS	972		3.6.1.66		dITP/XTP pyrophosphatase
SPN_0140_01430	CDS	522				hypothetical protein
SPN_0140_01431	CDS	462				hypothetical protein
SPN_0140_01432	CDS	735			COG0582	Tyrosine recombinase XerD-like protein
SPN_0140_01433	CDS	735	scpA			Segregation and condensation protein A
SPN_0140_01434	CDS	570	scpB			Segregation and condensation protein B
SPN_0140_01435	CDS	723	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
SPN_0140_01436	CDS	243			COG0759	Putative membrane protein insertion efficiency factor
SPN_0140_01437	CDS	966	yclQ		COG4607	Petrobactin-binding protein YclQ
SPN_0140_01438	CDS	753	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
SPN_0140_01439	CDS	957	yclO		COG4605	Petrobactin import system permease protein YclO
SPN_0140_01440	CDS	960	yclN		COG4606	Petrobactin import system permease protein YclN
SPN_0140_01441	CDS	702	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
SPN_0140_01442	CDS	1065	pepA_2	3.4.11.7	COG1363	Glutamyl aminopeptidase
SPN_0140_01443	CDS	297				hypothetical protein
SPN_0140_01444	CDS	444				hypothetical protein
SPN_0140_01445	CDS	765				hypothetical protein
SPN_0140_01446	CDS	729	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
SPN_0140_01447	CDS	1521				hypothetical protein
SPN_0140_01448	CDS	807				hypothetical protein
SPN_0140_01449	CDS	537				hypothetical protein
SPN_0140_01450	CDS	891	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
SPN_0140_01451	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
SPN_0140_01452	CDS	1038	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
SPN_0140_01453	CDS	1008	melR		COG1609	HTH-type transcriptional repressor MelR
SPN_0140_01454	CDS	1179	galK_2	2.7.1.6	COG0153	Galactokinase
SPN_0140_01455	CDS	1482	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
SPN_0140_01456	CDS	405	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
SPN_0140_01457	CDS	765	dpnC	3.1.21.4		Type-2 restriction enzyme DpnI
SPN_0140_01458	CDS	462				hypothetical protein
SPN_0140_01459	CDS	1263	pucK		COG2233	Uric acid permease PucK
SPN_0140_01460	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
SPN_0140_01461	CDS	105				hypothetical protein
SPN_0140_01462	CDS	144				hypothetical protein
SPN_0140_01463	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
SPN_0140_01464	CDS	228				hypothetical protein
SPN_0140_01465	CDS	270				hypothetical protein
SPN_0140_01466	CDS	324				hypothetical protein
SPN_0140_01467	CDS	1746	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
SPN_0140_01468	CDS	1752	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
SPN_0140_01469	CDS	693	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
SPN_0140_01470	CDS	1227	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
SPN_0140_01471	CDS	2127	pfbA		COG5434	Plasmin and fibronectin-binding protein A
SPN_0140_01472	CDS	297				hypothetical protein
SPN_0140_01473	CDS	660				hypothetical protein
SPN_0140_01474	CDS	1068				hypothetical protein
SPN_0140_01475	CDS	1011	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SPN_0140_01476	CDS	1692				hypothetical protein
SPN_0140_01477	CDS	711				hypothetical protein
SPN_0140_01478	CDS	369				hypothetical protein
SPN_0140_01479	CDS	1002	ccpA_2		COG1609	Catabolite control protein A
SPN_0140_01480	CDS	342				hypothetical protein
SPN_0140_01481	CDS	762				hypothetical protein
SPN_0140_01482	CDS	1248				hypothetical protein
SPN_0140_01483	CDS	1290	hisS	6.1.1.21		Histidine--tRNA ligase
SPN_0140_01484	CDS	192				hypothetical protein
SPN_0140_01485	CDS	315				hypothetical protein
SPN_0140_01486	CDS	216				hypothetical protein
SPN_0140_01487	CDS	198				hypothetical protein
SPN_0140_01488	CDS	735				hypothetical protein
SPN_0140_01489	CDS	642				hypothetical protein
SPN_0140_01490	CDS	231				hypothetical protein
SPN_0140_01491	CDS	192				hypothetical protein
SPN_0140_01492	CDS	1764	aspS	6.1.1.12		Aspartate--tRNA ligase
SPN_0140_01493	CDS	942				hypothetical protein
SPN_0140_01494	CDS	987	malR		COG1609	HTH-type transcriptional regulator MalR
SPN_0140_01495	CDS	801				hypothetical protein
SPN_0140_01496	CDS	843	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
SPN_0140_01497	CDS	1293				hypothetical protein
SPN_0140_01498	CDS	1272	malX		COG2182	Maltose/maltodextrin-binding protein
SPN_0140_01499	CDS	1518	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
