locus_tag	ftype	length_bp	gene	EC_number	COG	product
ERR2663496_04040	CDS	714	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
ERR2663496_04041	CDS	897	xerD		COG4974	Tyrosine recombinase XerD
ERR2663496_04042	CDS	522	fldB		COG0716	Flavodoxin 2
ERR2663496_04043	CDS	402	ygfX			Inner membrane protein YgfX
ERR2663496_04044	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
ERR2663496_04045	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
ERR2663496_04046	CDS	192				hypothetical protein
ERR2663496_04047	CDS	660				hypothetical protein
ERR2663496_04048	CDS	312				hypothetical protein
ERR2663496_04049	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
ERR2663496_04050	CDS	894				hypothetical protein
ERR2663496_04051	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
ERR2663496_04052	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
ERR2663496_04053	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
ERR2663496_04054	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
ERR2663496_04055	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
ERR2663496_04056	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
ERR2663496_04057	CDS	579				hypothetical protein
ERR2663496_04058	CDS	330	zapA		COG3027	Cell division protein ZapA
ERR2663496_04059	CDS	549	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
ERR2663496_04060	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
ERR2663496_04061	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
ERR2663496_04062	CDS	894	argP_2		COG0583	HTH-type transcriptional regulator ArgP
ERR2663496_04063	CDS	747			COG2968	26 kDa periplasmic immunogenic protein
ERR2663496_04064	CDS	636	argO		COG1279	Arginine exporter protein ArgO
ERR2663496_04065	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
ERR2663496_04066	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
ERR2663496_04067	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
ERR2663496_04068	CDS	1236	yfeO			Putative ion-transport protein YfeO
ERR2663496_04069	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
ERR2663496_04070	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
ERR2663496_04071	CDS	327				hypothetical protein
ERR2663496_04072	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
ERR2663496_04073	CDS	1203	nupC		COG1972	Nucleoside permease NupC
ERR2663496_04074	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
ERR2663496_04075	tRNA	76				tRNA-Ala(ggc)
ERR2663496_04076	tRNA	76				tRNA-Ala(ggc)
ERR2663496_04077	CDS	363				hypothetical protein
ERR2663496_04078	CDS	372				hypothetical protein
ERR2663496_04079	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
ERR2663496_04080	tRNA	76				tRNA-Val(tac)
ERR2663496_04081	tRNA	76				tRNA-Val(tac)
ERR2663496_04082	tRNA	76				tRNA-Val(tac)
ERR2663496_04083	tRNA	76				tRNA-Lys(ttt)
ERR2663496_04084	CDS	885	hcaR			Hca operon transcriptional activator HcaR
ERR2663496_04085	CDS	159				hypothetical protein
ERR2663496_04086	CDS	1257	xapB			Xanthosine permease
ERR2663496_04087	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
ERR2663496_04088	CDS	762				hypothetical protein
ERR2663496_04089	CDS	927	oxyR_3			Hydrogen peroxide-inducible genes activator
ERR2663496_04090	CDS	999				hypothetical protein
ERR2663496_04091	CDS	219				hypothetical protein
ERR2663496_04092	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
ERR2663496_04093	CDS	987	zipA		COG3115	Cell division protein ZipA
ERR2663496_04094	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
ERR2663496_04095	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
ERR2663496_04096	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
ERR2663496_04097	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
ERR2663496_04098	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
ERR2663496_04099	CDS	240				hypothetical protein
ERR2663496_04100	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
ERR2663496_04101	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
ERR2663496_04102	CDS	720				hypothetical protein
ERR2663496_04103	CDS	360				hypothetical protein
ERR2663496_04104	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
ERR2663496_04105	CDS	1095	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
ERR2663496_04106	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
ERR2663496_04107	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
ERR2663496_04108	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
ERR2663496_04109	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
ERR2663496_04110	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
ERR2663496_04111	CDS	576	yfeY			putative protein YfeY
ERR2663496_04112	CDS	450	yfeZ			Inner membrane protein YfeZ
ERR2663496_04113	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
ERR2663496_04114	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
ERR2663496_04115	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
ERR2663496_04116	CDS	330				hypothetical protein
ERR2663496_04117	CDS	1278				hypothetical protein
ERR2663496_04118	CDS	1053				hypothetical protein
ERR2663496_04119	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
ERR2663496_04120	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
ERR2663496_04121	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
ERR2663496_04122	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
ERR2663496_04123	CDS	1404				hypothetical protein
ERR2663496_04124	CDS	1227				hypothetical protein
ERR2663496_04125	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
ERR2663496_04126	CDS	840	ftsA_2			Cell division protein FtsA
ERR2663496_04127	CDS	1404	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
ERR2663496_04128	CDS	690				hypothetical protein
ERR2663496_04129	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
ERR2663496_04130	CDS	798				hypothetical protein
ERR2663496_04131	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
ERR2663496_04132	CDS	480	pduV_2		COG4917	Propanediol utilization protein PduV
ERR2663496_04133	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
ERR2663496_04134	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
ERR2663496_04135	CDS	1701	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
ERR2663496_04136	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
ERR2663496_04137	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
ERR2663496_04138	CDS	375			COG1555	putative protein
ERR2663496_04139	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
ERR2663496_04140	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
ERR2663496_04141	CDS	2355	lon_2	3.4.21.53	COG0466	Lon protease
ERR2663496_04142	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
ERR2663496_04143	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
ERR2663496_04144	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
ERR2663496_04145	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
ERR2663496_04146	CDS	633				hypothetical protein
ERR2663496_04147	CDS	1482	ampG		COG0477	Anhydromuropeptide permease
ERR2663496_04148	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
ERR2663496_04149	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
ERR2663496_04150	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
ERR2663496_04151	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
ERR2663496_04152	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
ERR2663496_04153	CDS	1140				hypothetical protein
ERR2663496_04154	CDS	264				hypothetical protein
ERR2663496_04155	CDS	219				hypothetical protein
ERR2663496_04156	CDS	462				hypothetical protein
ERR2663496_04157	CDS	672				hypothetical protein
ERR2663496_04158	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
ERR2663496_04159	CDS	492				hypothetical protein
ERR2663496_04160	CDS	912	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
ERR2663496_04161	CDS	591	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
ERR2663496_04162	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
ERR2663496_04163	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
ERR2663496_04164	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
ERR2663496_04165	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
ERR2663496_04166	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
ERR2663496_04167	CDS	870	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
ERR2663496_04168	CDS	792	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
ERR2663496_04169	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
ERR2663496_04170	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
ERR2663496_04171	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
ERR2663496_04172	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
ERR2663496_04173	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
ERR2663496_04174	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
ERR2663496_04175	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
ERR2663496_04176	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
ERR2663496_04177	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
ERR2663496_04178	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
ERR2663496_04179	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
ERR2663496_04180	CDS	540	yajI			putative lipoprotein YajI
ERR2663496_04181	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
ERR2663496_04182	CDS	108				hypothetical protein
ERR2663496_04183	CDS	348				hypothetical protein
ERR2663496_04184	CDS	693				hypothetical protein
ERR2663496_04185	CDS	366				hypothetical protein
ERR2663496_04186	CDS	972	secF		COG0341	Protein translocase subunit SecF
ERR2663496_04187	CDS	1815	secD		COG0342	Protein translocase subunit SecD
ERR2663496_04188	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
ERR2663496_04189	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
ERR2663496_04190	CDS	1065	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
ERR2663496_04191	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
ERR2663496_04192	CDS	603	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
ERR2663496_04193	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
ERR2663496_04194	CDS	1371	proY		COG1113	Proline-specific permease ProY
ERR2663496_04195	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
ERR2663496_04196	CDS	738	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
ERR2663496_04197	CDS	330				hypothetical protein
ERR2663496_04198	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
ERR2663496_04199	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
ERR2663496_04200	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
ERR2663496_04201	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
ERR2663496_04202	CDS	675	phoP			Virulence transcriptional regulatory protein PhoP
ERR2663496_04203	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
ERR2663496_04204	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
ERR2663496_04205	CDS	1335				hypothetical protein
ERR2663496_04206	CDS	1230	pepT	3.4.11.4	COG2195	Peptidase T
ERR2663496_04207	CDS	1137	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
ERR2663496_04208	CDS	864	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
ERR2663496_04209	CDS	1011	sifA			Secreted effector protein SifA
ERR2663496_04210	CDS	780	ydcV_2			Inner membrane ABC transporter permease protein YdcV
ERR2663496_04211	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
ERR2663496_04212	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
ERR2663496_04213	CDS	909	nagK_2	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
ERR2663496_04214	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
ERR2663496_04215	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
ERR2663496_04216	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
ERR2663496_04217	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
ERR2663496_04218	CDS	792	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
ERR2663496_04219	CDS	258	bhsA			Multiple stress resistance protein BhsA
ERR2663496_04220	CDS	636	comR			HTH-type transcriptional repressor ComR
ERR2663496_04221	CDS	540				hypothetical protein
ERR2663496_04222	CDS	126				hypothetical protein
ERR2663496_04223	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
ERR2663496_04224	CDS	543				hypothetical protein
ERR2663496_04225	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
ERR2663496_04226	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
ERR2663496_04227	CDS	639	lpoB		COG3417	Penicillin-binding protein activator LpoB
ERR2663496_04228	CDS	375				hypothetical protein
ERR2663496_04229	CDS	378	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
ERR2663496_04230	CDS	1008	fhuE_1		COG4773	FhuE receptor
ERR2663496_04231	CDS	1203	fhuE_2		COG4773	FhuE receptor
ERR2663496_04232	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
ERR2663496_04233	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
ERR2663496_04234	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
ERR2663496_04235	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
ERR2663496_04236	CDS	1017	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
ERR2663496_04237	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
ERR2663496_04238	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
ERR2663496_04239	CDS	237	acpP_2			Acyl carrier protein
ERR2663496_04240	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ERR2663496_04241	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
ERR2663496_04242	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
ERR2663496_04243	CDS	1050	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
ERR2663496_04244	CDS	174	rpmF		COG0333	50S ribosomal protein L32
ERR2663496_04245	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
ERR2663496_04246	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
ERR2663496_04247	CDS	1044	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
ERR2663496_04248	CDS	3204	rne	3.1.26.12	COG1530	Ribonuclease E
ERR2663496_04249	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
ERR2663496_04250	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
ERR2663496_04251	CDS	615	yigZ		COG1739	IMPACT family member YigZ
ERR2663496_04252	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
ERR2663496_04253	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
ERR2663496_04254	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
ERR2663496_04255	CDS	1824	assT_6	2.8.2.22		Arylsulfate sulfotransferase AssT
ERR2663496_04256	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
ERR2663496_04257	CDS	1479	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
ERR2663496_04258	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
ERR2663496_04259	CDS	795	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
ERR2663496_04260	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
ERR2663496_04261	CDS	549	tatB		COG1826	Sec-independent protein translocase protein TatB
ERR2663496_04262	CDS	255	tatA		COG1826	Sec-independent protein translocase protein TatA
ERR2663496_04263	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
ERR2663496_04264	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
ERR2663496_04265	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ERR2663496_04266	CDS	1431				hypothetical protein
ERR2663496_04267	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
ERR2663496_04268	CDS	813				hypothetical protein
ERR2663496_04269	CDS	1299	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
ERR2663496_04270	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ERR2663496_04271	CDS	954	metR			HTH-type transcriptional regulator MetR
ERR2663496_04272	CDS	900	bioP		COG0697	Biotin transporter
ERR2663496_04273	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
ERR2663496_04274	CDS	1017	pldB	3.1.1.5	COG2267	Lysophospholipase L2
ERR2663496_04275	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
ERR2663496_04276	CDS	621	rhtC_2		COG1280	Threonine efflux protein
ERR2663496_04277	CDS	1848	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
ERR2663496_04278	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
ERR2663496_04279	CDS	468				hypothetical protein
ERR2663496_04280	CDS	885	rarD_2		COG2962	Protein RarD
ERR2663496_04281	CDS	459	yigG			Inner membrane protein YigG
ERR2663496_04282	CDS	381				hypothetical protein
ERR2663496_04283	CDS	951	corA		COG0598	Magnesium transport protein CorA
ERR2663496_04284	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
ERR2663496_04285	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
ERR2663496_04286	CDS	903	xerC_6		COG4973	Tyrosine recombinase XerC
ERR2663496_04287	CDS	708				hypothetical protein
ERR2663496_04288	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
ERR2663496_04289	CDS	204				hypothetical protein
ERR2663496_04290	CDS	2010				hypothetical protein
ERR2663496_04291	CDS	390				hypothetical protein
ERR2663496_04292	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
ERR2663496_04293	CDS	363				hypothetical protein
ERR2663496_04294	CDS	516				hypothetical protein
ERR2663496_04295	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
ERR2663496_04296	CDS	1356	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
ERR2663496_04297	CDS	840	chbR			HTH-type transcriptional regulator ChbR
ERR2663496_04298	CDS	348	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
ERR2663496_04299	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
ERR2663496_04300	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
ERR2663496_04301	CDS	342	osmE			Osmotically-inducible putative lipoprotein OsmE
ERR2663496_04302	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
ERR2663496_04303	CDS	882	cho	3.1.25.-	COG0322	Excinuclease cho
ERR2663496_04304	CDS	486	spy		COG3678	Periplasmic chaperone Spy
ERR2663496_04305	CDS	216				hypothetical protein
ERR2663496_04306	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
ERR2663496_04307	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
ERR2663496_04308	CDS	1287	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
ERR2663496_04309	CDS	417	astA_1	2.3.1.109	COG3138	Arginine N-succinyltransferase
ERR2663496_04310	CDS	618	astA_2	2.3.1.109	COG3138	Arginine N-succinyltransferase
ERR2663496_04311	CDS	1227	astC	2.6.1.81	COG4992	Succinylornithine transaminase
ERR2663496_04312	CDS	879	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
ERR2663496_04313	CDS	417	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
ERR2663496_04314	CDS	276				hypothetical protein
ERR2663496_04315	CDS	1344	gdhA_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
ERR2663496_04316	CDS	1950	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
ERR2663496_04317	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
ERR2663496_04318	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
ERR2663496_04319	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
ERR2663496_04320	CDS	1017	ansA	3.5.1.1	COG0252	L-asparaginase 1
ERR2663496_04321	CDS	657	pncA	3.5.1.19	COG1335	Nicotinamidase
ERR2663496_04322	CDS	279				hypothetical protein
ERR2663496_04323	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
ERR2663496_04324	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
ERR2663496_04325	CDS	150	yeaD_1	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
ERR2663496_04326	CDS	711	yeaD_2	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
ERR2663496_04327	CDS	849		1.-.-.-	COG0667	putative oxidoreductase
ERR2663496_04328	CDS	1197	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
ERR2663496_04329	CDS	747	mipA		COG3713	MltA-interacting protein
ERR2663496_04330	CDS	1965				hypothetical protein
ERR2663496_04331	CDS	1287				hypothetical protein
ERR2663496_04332	CDS	207				hypothetical protein
ERR2663496_04333	CDS	1302	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
ERR2663496_04334	CDS	528				hypothetical protein
ERR2663496_04335	CDS	102				hypothetical protein
ERR2663496_04336	CDS	447				hypothetical protein
ERR2663496_04337	CDS	795	nimR			HTH-type transcriptional regulator NimR
ERR2663496_04338	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
ERR2663496_04339	CDS	348				hypothetical protein
ERR2663496_04340	CDS	312				hypothetical protein
ERR2663496_04341	CDS	252				hypothetical protein
ERR2663496_04342	CDS	2574	clpB		COG0542	Chaperone protein ClpB
ERR2663496_04343	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
ERR2663496_04344	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
ERR2663496_04345	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
ERR2663496_04346	CDS	339	raiA		COG1544	Ribosome-associated inhibitor A
ERR2663496_04347	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
ERR2663496_04348	CDS	909		3.1.1.99		6-deoxy-6-sulfogluconolactonase
ERR2663496_04349	CDS	1122	tyrA		COG0287	T-protein
ERR2663496_04350	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
ERR2663496_04351	CDS	519				hypothetical protein
ERR2663496_04352	CDS	1221	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
ERR2663496_04353	CDS	348	rplS		COG0335	50S ribosomal protein L19
ERR2663496_04354	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
ERR2663496_04355	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
ERR2663496_04356	CDS	249	rpsP		COG0228	30S ribosomal protein S16
ERR2663496_04357	CDS	1362	ffh		COG0541	Signal recognition particle protein
ERR2663496_04358	CDS	792	ypjD		COG4137	Inner membrane protein YpjD
ERR2663496_04359	CDS	1242				hypothetical protein
ERR2663496_04360	CDS	558				hypothetical protein
ERR2663496_04361	CDS	783	grpE			Protein GrpE
ERR2663496_04362	CDS	765	nadK	2.7.1.23	COG0061	NAD kinase
ERR2663496_04363	CDS	1662	recN		COG0497	DNA repair protein RecN
ERR2663496_04364	CDS	339	bamE		COG2913	Outer membrane protein assembly factor BamE
ERR2663496_04365	CDS	291				hypothetical protein
ERR2663496_04366	CDS	438	ratA		COG2867	Ribosome association toxin RatA
ERR2663496_04367	CDS	528	smpB		COG0691	SsrA-binding protein
ERR2663496_04368	CDS	10875				hypothetical protein
ERR2663496_04369	CDS	1410	bepC			Outer membrane efflux protein BepC
ERR2663496_04370	CDS	2157	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
ERR2663496_04371	CDS	1191	prsE_2			Type I secretion system membrane fusion protein PrsE
ERR2663496_04372	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
ERR2663496_04373	CDS	774				hypothetical protein
ERR2663496_04374	CDS	174				hypothetical protein
